"Algeria","Argentina","Australia","Austria","Belgium","Bolivia","Brazil","Canada","Chile","China","Colombia","Czechia","Denmark","Eastern.Europe.Central.Asia","Egypt","Ethiopia","Finland","France","Germany","Greece","Hungary","India","Indonesia","Iran","Ireland","Israel","Italy","Japan","Kenya","Malaysia","Mexico","Morocco","Netherlands","New.Zealand","Nigeria","Norway","Pakistan","Peru","Philippines","Poland","Portugal","Rest.of.EU","Rest.of.Middle.East.Africa","Rest.of.South.America","Rest.of.South.Asia.Oceania","Romania","Russia","Saudi.Arabia","Singapore","Slovakia","South.Africa","South.Korea","Spain","Sweden","Switzerland","Taiwan","Thailand","Turkey","United.Arab.Emirates","United.Kingdom","United.States","Uruguay","Venezuela","Vietnam","Western.Europe.non.EU"
0.477772914001055,2.24902346869681e-58,1.15113038919014e-10,3.46100643891287e-10,1.0089841031534e-08,1.4011654901234e-08,2.31739714814709e-32,2.73547317327593e-10,1.26888299678407e-09,7.6926584671177e-10,9.23798937203045e-10,9.1577199185678e-10,1.85127925725236e-09,8.24205822726155e-10,7.16160970638175e-22,2.97703531725687e-09,6.28329872116585e-10,2.64307968490886e-08,1.31264767019161e-09,3.9993665756724e-10,7.96953105939875e-07,4.77904564322769e-08,7.1606766808431e-08,7.43712130296e-32,1.36693997813959e-09,1.90363766178976e-09,4.79952033434065e-09,2.18797031358686e-11,2.54054214796538e-08,2.89039157396094e-25,1.39646505471627e-10,2.21922149230942e-09,2.38918838746342e-10,1.07916148011313e-09,2.2166343749047e-08,1.8475709924527e-09,1.02189544420063e-54,6.1537811231025e-09,1.83720123355361e-07,6.72465636774885e-10,6.1928727347224e-09,6.61185449315235e-10,6.7249255666508e-07,1.60287467894702e-09,6.9572014220539e-10,3.72225372694054e-08,8.52858582372115e-09,2.39175132413e-07,3.35227836670881e-09,3.75092942643194e-09,9.11207654177355e-13,1.75642840740484e-08,6.94520126512715e-08,2.5070850412043e-10,1.22200655410306e-09,1.44011831720408e-09,5.2944021213157e-25,5.3699437844522e-09,2.09877898938008e-07,1.23979459126793e-08,3.15373303541445e-11,3.00934263253561e-33,1.01216512956258e-06,1.1739524743298e-10,6.70583245133155e-10
8.4828599462426e-07,0.973504855175014,2.0939465105703e-05,1.25902455490284e-07,1.77471921133129e-06,0.00126874355995746,0.488239877432151,3.68543293548897e-06,0.0126914662194645,2.00940715214666e-09,0.104586046677176,2.0523864787073e-06,2.35630886427329e-07,3.67530724998002e-05,3.74298400837668e-07,0.000284525901596539,2.54578808787291e-06,5.0439286267095e-05,2.65571624634566e-05,9.9959970251089e-07,1.11304842326693e-06,1.90230409993674e-07,8.8317912177101e-08,2.40080190865451e-08,2.48700743604136e-06,2.90741078656651e-07,2.17506220234214e-05,7.55515068607445e-06,0.00130426364558252,8.3849748961804e-08,0.000646617956635325,6.76701057577545e-07,9.1033306509012e-08,0.00568672248022175,1.56360058870078e-06,2.13208854645413e-06,8.7374871131763e-09,0.0293771293785477,1.72516041244376e-07,8.3870049695187e-08,9.6190438270523e-06,7.7411424603195e-06,0.000135590884794501,0.0140128493134276,8.99744560339855e-05,0.000190233360887943,3.79945208539316e-08,5.35620509836635e-07,3.279165115321e-07,3.17152353019529e-07,1.49077638767455e-07,5.2402752793284e-06,4.99214806158566e-05,6.8660055279724e-08,1.48400810044528e-06,1.69344236643393e-07,1.19781602578311e-06,8.8637216773076e-07,5.87058819427605e-06,8.19354904926325e-06,0.000107701967006252,0.112339355402708,0.05478762143768,1.52406689811635e-07,1.12122112846053e-07
2.53137351957012e-07,2.43304041483456e-55,0.0625543234241143,0.000245036975019989,3.07427619145845e-06,8.13718623794865e-06,1.89574810967292e-30,1.31970353131858e-05,0.000298012988541261,1.18375987736516e-06,1.24923380949245e-07,6.8627815284995e-06,7.2833095031477e-06,0.000269579596666142,9.6416525136776e-06,0.000107564125440276,0.00011447953164596,3.78705103694491e-05,9.43493346214955e-06,1.22151295707584e-05,2.27699539703194e-05,6.84005738734315e-06,2.92915088324632e-05,3.1065555183035e-29,0.000373490447753807,4.90428872868759e-06,1.75287146353334e-06,1.36502227668371e-05,0.0098741616901058,1.56864908448645e-05,1.10216012546875e-06,2.50962622628563e-07,8.15895646276425e-06,0.0307741138271654,0.00311377270905849,7.2673206620301e-06,6.6057469962153e-48,1.1483862625562e-06,7.90053397002475e-05,3.74954808840389e-06,1.90548816999512e-06,3.69995293585681e-05,0.00788815511903435,2.32761164691103e-05,0.00102372298784058,4.47405824991227e-06,7.9162172977248e-09,0.0343808283088479,0.00148793619320361,5.4046256404519e-05,5.78022149363655e-08,2.62319665874581e-06,2.01576998038764e-06,2.32935244986886e-06,2.52339417116619e-05,2.4054509188737e-06,4.43378498560509e-05,1.97444755339598e-06,0.00434489204603357,0.000561839562232365,0.000118599806690408,9.0857051901825e-31,5.8054545102049e-07,4.96165334996146e-07,5.56258912750005e-08
0.00185160236862988,4.45493079088772e-53,3.57654919066778e-05,0.225645964120132,0.00126244430907271,0.00453522355455498,1.07173711195772e-29,6.24672509325905e-05,1.67528366203045e-06,2.48571695463587e-05,4.10266710121289e-05,0.00127032195926424,4.29721469155755e-05,0.000314500793745724,5.4662407741806e-18,1.84037730913991e-06,0.000116778353888081,0.00048227872252799,0.00138909302569054,0.00238223307196169,1.26157731278647e-07,2.23103118419548e-06,1.33159618247782e-08,4.26446559123557e-29,0.000357875996173359,0.000130265013704698,0.00151840538366019,0.00055824449989061,2.42908903013877e-05,2.39256254330282e-24,6.51954413686465e-05,0.000168360761561504,0.000968896864967105,0.000111540152953556,3.10459824458981e-06,0.000977615213320015,7.4484604337685e-41,4.08060218513651e-06,0.000289136241999732,0.000237810770367164,2.74525022572619e-05,0.00108799347708799,0.000432740718692203,4.20143629831557e-06,6.30205464198735e-06,0.0088711008493518,0.000164613166887138,0.000653599715270825,0.000267478669650468,0.000657205297059195,1.13617652425577e-07,0.00141074777195136,8.55003260830355e-05,8.23338101745095e-05,0.0019029787044304,0.000471472397049194,2.97354641571451e-20,0.000109597307043339,0.00116675518869275,0.00945025641324515,0.000152837361892111,2.02649625203796e-29,3.8799878568362e-07,5.3776462477386e-07,1.77885844931353e-05
0.00703302788696766,0.000356654374595544,0.0130898025199548,0.0136627911445389,0.0642314188668533,0.0134641453236702,0.0134611219108491,0.0121475384469385,0.0139534455556441,0.000731204337615835,0.0133003321951786,0.0173842200457454,0.0229629160217593,0.0139587265657574,0.0026026584380365,0.0134938930775152,0.0130736308226567,0.0132539966019369,0.0173467696925329,0.0239889552502065,0.013461520004295,0.00202072080794139,0.00770965860178857,1.37774945507162e-06,0.0147645542245752,0.0231055890702663,0.0241442303388785,0.00287791064639004,0.0134974392712015,0.00212944951374002,0.0118456285303652,0.0174811618883463,0.0746766653492025,0.0151060585187868,0.0150375442586665,0.0174496966032799,1.16796293029909e-05,0.0135241480412432,0.0130169206793419,0.0164998483686518,0.0212542583268866,0.0336493050667335,0.0229271000760172,0.0129300143441689,0.0134891496810712,0.0258165234913545,0.00404159390465834,0.0134899236199679,0.0145159592005258,0.0160138381197802,0.00228866833848897,0.00317809628687568,0.0098787322586791,0.0307591683855705,0.0203315680969159,0.0133596302523509,0.000893339993774767,0.00741720400325848,0.0136244768257191,0.0988390476700357,0.0048096653623827,0.0050655600362875,0.0038071427683178,0.0099442965378339,0.0167361440933706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.37806057754087e-07,6.111128652294e-43,2.70737212451616e-05,8.9591582939772e-06,8.6137411186643e-06,0.0892354649019055,1.70488991360765e-10,2.63118606763207e-06,0.165051681512289,5.91520799665515e-07,0.253650678730757,4.54072371633831e-05,1.85574936700748e-08,3.98635232904786e-05,5.67175210904335e-17,0.000225343598768605,5.90492294625565e-06,1.84579541520326e-05,3.10673843520306e-05,4.25340501711352e-08,1.50454173346491e-05,7.71400844107045e-06,1.79073206733025e-06,9.39322268879095e-30,1.40175345516256e-05,8.3330149192192e-07,0.000108518347550386,4.19743977528441e-06,3.77397820580241e-07,2.2017206571944e-17,0.0327811580786314,1.77066565901883e-06,3.62895849706081e-06,6.4677588998026e-06,0.00900994172483805,5.8587203147772e-06,1.02989461368474e-52,0.255896441980474,1.16598063163147e-07,0.0169468921900805,1.20505825049845e-05,3.23990044767022e-05,0.00064123552067044,0.0219196528204028,1.50762830780037e-07,0.000110773571267194,2.5399021650811e-08,1.1147821643167e-06,1.84226483495521e-06,1.41669550647261e-05,7.06364718536575e-08,6.54828037107755e-06,6.26657632222715e-05,7.84084441400785e-07,2.56924650601746e-05,7.0775331231616e-08,6.88421746415865e-18,3.53275509429655e-07,7.7471718534438e-05,2.38313166784301e-05,0.000245495300125279,8.0832676716059e-25,0.0154513022358322,8.0719184909647e-08,4.07104985613682e-08
0.0268018005674445,0.00135958871403571,0.0481733459195421,0.0400635992250246,0.0488426581122834,0.0534524104039891,0.0513146360506688,0.157881397200306,0.0520177108963224,0.00185886396029679,0.0500625657383272,0.0426161127857629,0.0513256862994433,0.0492655011612008,0.00992149624649075,0.0513429102439203,0.0339189206099503,0.0296096390446825,0.0340810389073015,0.0513338455351851,0.0514316143743032,0.00511386160352268,0.0293895033313397,5.25206682802773e-06,0.0513171605205077,0.0519716103215345,0.04747993809003,0.00810268952658207,0.0513232973764038,0.00811759432159769,0.0464676366036883,0.0513694696898986,0.0515240671797335,0.0515441462130133,0.0591685550399121,0.0523346297880361,4.45234751500666e-05,0.0513492358818417,0.0495117841845839,0.0437325842228609,0.0418469634193771,0.0519115383163192,0.0551287573973433,0.0501518221996989,0.0514956970425367,0.0514011189351974,0.0113443605082071,0.0542670033089894,0.0513166454734786,0.0514272420338099,0.00872042135452301,0.0102904844940839,0.0179956046036214,0.0230053726318543,0.0519107675609838,0.0366855774873916,0.00340546775771437,0.0240087009436024,0.0524799818731352,0.0421811203284399,0.0586121900667096,0.0193102307056151,0.0146605220708558,0.0379074753443613,0.0530032683612684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0061952879397277,0.000314316627154542,0.0111211184514079,0.00918630045615994,0.0112526647889612,0.0118637581961883,0.0118631782984081,0.0105306266178655,0.0118635534495602,0.964755564102281,0.011467313055775,0.00980907189914168,0.0118631809523266,0.0111135851456882,0.00229370191465233,0.0118638868239675,0.00729180447438864,0.00678122133483484,0.00780426531441036,0.011863179733897,0.0376167005642917,0.033200655571567,0.00727132950867412,1.21419949572527e-06,0.011863184723101,0.011863258414058,0.0109723151682476,0.00184845943448757,0.0118644999696469,0.00187666670179966,0.0103846793154695,0.0118631805887671,0.0118631893475448,0.0118631983930251,0.0118640775017226,0.0118632026240846,1.02931632146517e-05,0.0118634879745461,0.0493855590816432,0.010069826739414,0.00967371311161682,0.0118631963479834,0.0118647291408554,0.0110817002684582,0.0118640252853432,0.0118631810352361,0.00261826360399353,0.011865609627626,0.0118632071093782,0.011863181123856,0.00201603133168568,0.00235470374321927,0.00411755421299614,0.00530347373606824,0.0118631859715981,0.00847573944056916,0.000787293339844687,0.0055427840060215,0.0118633214144865,0.0097395818570406,0.00403852952220049,0.00446423725227066,0.00425359637725479,0.00876356687270841,0.01186318454515
