"Algeria","Argentina","Australia","Austria","Belgium","Bolivia","Brazil","Canada","Chile","China","Colombia","Czechia","Denmark","Eastern.Europe.Central.Asia","Egypt","Ethiopia","Finland","France","Germany","Greece","Hungary","India","Indonesia","Iran","Ireland","Israel","Italy","Japan","Kenya","Malaysia","Mexico","Morocco","Netherlands","New.Zealand","Nigeria","Norway","Pakistan","Peru","Philippines","Poland","Portugal","Rest.of.EU","Rest.of.Middle.East.Africa","Rest.of.South.America","Rest.of.South.Asia.Oceania","Romania","Russia","Saudi.Arabia","Singapore","Slovakia","South.Africa","South.Korea","Spain","Sweden","Switzerland","Taiwan","Thailand","Turkey","United.Arab.Emirates","United.Kingdom","United.States","Uruguay","Venezuela","Vietnam","Western.Europe.non.EU"
0.440533420232006,4.77687486294074e-34,6.08413220737646e-10,2.83911613383731e-10,1.24984719973654e-08,1.39303914229548e-08,2.72600341471862e-09,1.34595435681433e-10,1.7275132915918e-09,6.42254612049525e-09,2.65664534391113e-09,1.21402404830786e-09,8.76915798067816e-10,6.16666099179026e-10,3.02096315416239e-08,0,1.40831528293454e-09,3.54356310061301e-08,1.79309892264785e-09,3.24655077849647e-10,1.20446583895943e-06,1.07692165502827e-06,3.83014998256058e-07,1.5879235313741e-07,1.34354958935646e-09,2.02202428263724e-09,3.62391024739798e-09,1.18342482580585e-11,0,8.1856709630548e-18,2.45238209900321e-10,2.50148625559578e-09,3.50972074296432e-10,1.38467320491098e-09,0,1.54512563327769e-09,0,6.9247378943803e-08,1.77399316170579e-07,6.90817746428899e-10,1.14765998016932e-08,4.80016479027775e-10,6.19561353651763e-07,8.3983934635622e-10,1.50502266484396e-08,4.64967254075226e-08,4.5559256818999e-08,2.20065661473296e-07,9.47147652680245e-09,1.65273603735464e-09,1.80512747497527e-09,2.0732859729513e-08,1.66436760906873e-07,1.26140195272312e-10,1.32023764976511e-09,1.57325327531196e-09,9.74484716763277e-20,5.33191666323751e-09,2.22465519123035e-07,1.47763703460656e-08,1.89894017316019e-11,2.08311251424389e-08,4.16105348709532e-54,5.3089416391491e-08,6.13270957187971e-10
7.0441042579201e-31,0.83318088626163,2.42797893113468e-29,4.64699236226756e-32,9.89144851367167e-31,3.77812127353471e-28,0.10591733802558,4.02382367583233e-31,7.96788022734346e-27,7.54873343491763e-33,1.44459550761021e-25,1.22420804192409e-30,5.02199344334427e-32,5.99540519648674e-30,6.89929282629065e-18,0,2.56737886880836e-30,1.49569808096292e-29,7.881615861164e-30,3.65097969989923e-31,7.56886858164653e-31,1.92885568501205e-30,2.12551796950109e-31,2.24709072354632e-08,1.09986120106921e-30,1.38953731365523e-31,3.60093312705383e-30,9.18149331059016e-31,0,1.06011342433024e-24,2.78130446419689e-28,3.43202130703867e-31,6.01698899953467e-32,1.62425239423178e-27,0,8.02278261682081e-31,0,1.28613853566352e-25,7.49514831731261e-32,3.87665969525193e-32,8.02065982159378e-30,2.52867225185486e-30,2.613543147319e-29,2.88195214299281e-27,8.7529843110276e-28,6.18403990159195e-29,9.13211483513115e-32,2.21742147790202e-31,4.16870650464907e-31,6.28764679160139e-32,1.32697570112323e-28,1.37390128373919e-30,2.64390760596607e-29,1.55433692436247e-32,7.21393455741129e-31,8.32393405567209e-32,9.85699228193012e-26,3.95990855323167e-31,2.79983915695664e-30,2.1642897766026e-30,1.44527074285774e-29,0.264399878712908,9.76415724691107e-74,3.0950438520912e-29,4.61367995810102e-32
4.65124961910671e-07,5.2163045293113e-31,0.167484201366569,0.000200123808543088,3.79141917637885e-06,8.05452514399535e-06,2.25065344619913e-07,4.43329315491693e-06,0.00064718626565731,2.53240698060227e-05,3.57672978044975e-07,9.05788199290233e-06,3.43479579743838e-06,0.000349409000821623,0.000171646113182978,0,0.000263316667702586,8.85811234450848e-05,2.42096883648615e-05,9.87224866076156e-06,3.42618308438767e-05,0.000432328366820933,6.26556136193148e-05,6.69168990533444e-05,0.000694540837302564,5.1863730705518e-06,1.31770073893127e-06,4.41313892800701e-05,0,0.000193467323892489,1.92704200523705e-06,2.81639229561507e-07,1.85532723799437e-05,0.0223058019676417,0,6.05094725074294e-06,0,1.28665326128243e-05,2.11643781645842e-05,3.83494087645549e-06,3.51571536974068e-06,2.67433523335937e-05,0.00530343553930545,5.26398697651505e-06,0.0220502136718425,5.56422331808678e-06,4.21019824898029e-08,0.0295647381200033,0.00677777881942977,2.37091974996556e-05,0.000236949154988553,2.138785987956e-06,4.80941125519575e-06,1.16682602616119e-06,4.83310938888193e-05,2.61627462311595e-06,0.000637779776910251,1.95184755289583e-06,0.00458523505296211,0.00138977487368667,0.000174324399348013,6.34825104823815e-06,2.30696544390555e-54,0.000264313711162364,5.06481010582588e-08
0.0174888492472008,5.2585738464093e-28,0.000967487415900678,0.323681693920664,0.00800332708320274,0.0230774184097774,6.9526542196592e-06,0.000157302565972567,1.16731171889431e-05,0.00106206995535316,0.00060382154990678,0.00861867869144708,0.000104173798163387,0.00120425751593543,0.00123154584569065,0,0.001339559473953,0.00330915380644421,0.0390512772718501,0.0098970399990354,9.7580555388216e-07,0.000257287443948193,3.64521120225088e-07,0.000501421973088293,0.00180021108679249,0.000708128658032396,0.00586756049433885,0.00154529023976433,0,3.51624093386579e-16,0.000585965897216362,0.0009712381164273,0.00728427253857658,0.000732441482373867,0,0.00418424135793499,0,0.000235075559329099,0.00142884512235005,0.00125029021810543,0.000260368949669975,0.00404247502432134,0.00204038326979232,1.12663524930145e-05,0.000698013833228375,0.0567127498738863,0.00450040985307574,0.00307777015429549,0.00386767627940838,0.00148201654775999,0.00115323194275923,0.0085224989990656,0.00104862200703344,0.000212006530925856,0.0105220036038494,0.0026359822228876,2.8311435977519e-14,0.000556930562857805,0.00632940881772391,0.0305685012414811,0.000470978878339454,0.00077391761111106,6.8911532682238e-54,0.00124663856293861,8.32583397687431e-05
1.96288653047621e-06,1.6159405819299e-28,0.000810422561818961,0.00086543919911542,0.0103816511876281,9.7914605254222e-07,0.00095543487288171,3.18144901100252e-05,0.000218323497170851,0.00068272284807896,0.000270157270293599,0.00270036405344524,0.00146595110658874,0.000328549928410499,0.000568725991712495,0,0.00350390483111366,0.00242766297398827,0.00377798294220645,0.00278359174338999,1.95963799182342e-07,0.0049852509137686,3.32320415172294e-06,1.39182165515115e-05,0.000417275156683842,0.00333659108003147,0.0028759245116419,0.000137493944094758,0,1.2507038235552e-14,3.56053331133114e-05,0.00147590661762038,0.029289599088985,0.00068743280465009,0,0.00108644906697373,0,0.000231119584552434,6.58988622652186e-05,0.00169763253100531,0.00620352276505472,0.00477378125556175,0.00284048833184642,6.08339390506015e-05,0.000197623074443765,0.00502693592518845,0.00186508700874788,8.63150842904301e-06,0.00097070551412421,0.000366351717405671,0.000699619687262768,0.000194650303486462,0.00406392888322929,0.0040545004646564,0.00241764318289292,0.00133155519010587,1.26989384124333e-16,0.000364745397938038,5.63974347144908e-05,0.0360186645442311,4.45793650177355e-05,4.8825700355031e-05,3.87790014699402e-55,4.66080518129359e-05,0.000975537154251384
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04515968048144e-12,1.34373847679489e-29,1.24769920827546e-09,6.40810856302217e-11,9.30349732124333e-11,1.54714606422308e-06,0.350619299438991,1.12883742393564e-11,2.06635371452321e-06,4.30604428671581e-11,5.58627367216259e-06,5.24864452124755e-10,7.6645541178085e-14,2.60058669571024e-10,2.112760154761e-08,0,1.15400754197554e-10,2.15772496837021e-10,3.70035022516127e-10,3.01058256253103e-13,1.98266118198124e-10,1.51565650053066e-09,8.35170358078688e-11,1.7823335669703e-10,1.20131796454119e-10,7.71765269846307e-12,7.14439899849797e-10,1.97954599299369e-11,0,5.46183585711031e-15,5.0013055112208e-07,1.74026853016744e-11,4.64821409864102e-11,7.23594465075295e-11,0,4.27215932462754e-11,0,1.61200545093957e-05,9.81677905454603e-13,5.4644222995974e-08,1.94720168251647e-10,2.05091228067553e-10,5.15106294576994e-09,8.26712475709791e-08,2.84404564274797e-11,1.20652020752397e-09,1.18303577253954e-12,8.94352959779305e-12,4.53848605329914e-11,5.44281406162312e-11,1.22049767706598e-09,6.7396727224866e-11,1.30941371424532e-09,3.43976925918566e-12,2.42028377654943e-10,6.74162013778681e-13,1.1087561667407e-17,3.05850726842961e-12,7.16014200969444e-10,2.47655620875035e-10,6.01409760636916e-10,9.9520341091464e-05,1.06150711940646e-54,3.18433808497767e-10,3.24629678071459e-13
7.18949665174862e-05,0.000199207375549337,0.0127930610346195,0.00268149103035679,0.00208482864402286,0.0534128450673965,0.00418392194891332,0.654215482511757,0.0337725847082872,0.00493307796239036,0.0304145518418768,0.00650160435514222,0.000300509009745785,0.0326360209609233,0.000304943488788341,0,0.141857572505127,0.0099378191784046,0.011669630936676,0.000539658970141396,0.00401144938890954,3.69077544771841e-05,0.000812346280831231,0.000227613578109631,2.4735591539383e-05,0.026616398215735,0.000446059553268163,0.0019733067851641,0,7.14004759187323e-14,0.154897407910798,0.00140012849254746,0.00885936845264327,0.0104057161699517,0,0.0271355837304819,0,0.0112637137450573,0.0333123700686394,0.00460809608095779,0.000143330508404886,0.00432002049901165,0.106111894416233,0.117370850076144,0.0390502259440387,0.00208271214575817,0.00270062513816845,0.0821915961888851,5.65972925950836e-05,0.000494624449374347,9.50512643141294e-06,0.00333191641745892,0.0111151407161401,0.0015073677480335,0.0177654317078521,0.000678750921923239,0.000135323835065489,0.000928637684327779,0.0123140331504701,0.00161147990409859,0.197763622781371,0.00108443262288775,5.89549564929355e-51,0.00394893520317576,0.0153951587460613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34816781220659e-09,3.08126057783415e-33,2.77729399104271e-08,5.97571825464601e-11,3.51388178548692e-10,9.1131766877662e-08,1.03783945948262e-06,3.9523729307918e-09,8.0732265233943e-08,0.63566878399744,1.04961290777977e-08,5.12757930285113e-09,1.98556283613696e-10,6.2574257770117e-09,2.26022327177759e-06,0,1.92152830094396e-09,9.24312099206339e-11,2.66964832155193e-09,1.83933265700445e-10,0.00615271079269086,0.114052898146444,0.000404629824270697,4.9993783063866e-08,9.97840790234026e-10,1.34508399909261e-08,3.26691295282381e-10,1.27800891205608e-11,0,7.17873198745778e-15,2.19290631108225e-08,4.07716988279376e-10,2.56514741975323e-09,4.07509317750645e-09,0,3.21538384824709e-09,0,5.50842618144525e-07,0.0058152888223489,3.56368132921304e-09,9.64431987441213e-11,2.07106052226887e-09,2.25843618391995e-07,6.0593981535118e-08,2.89635788014092e-06,5.39988104756224e-10,9.4780199066866e-07,3.53608702741712e-07,1.28660816177667e-08,1.96644775295114e-10,3.9027761596181e-08,1.03799707775885e-08,5.38592975664737e-09,5.75613980979336e-10,1.31003024308048e-09,2.64274646375192e-10,1.23978898461847e-17,1.90624468476795e-09,2.3978404998122e-08,4.63165202895501e-09,1.30478828690525e-08,1.04080024801304e-07,5.61112654493935e-52,1.18377065931091e-06,9.02721933960546e-10
